path,speaker_id,text,text_id
train\real\LibriTTS\8506\8506_293168_000015_000000_004840.wav,8506,"""While David was still tending his flocks, King Saul was waging war upon the Philistines, the bitter enemies of our people.",8506_293168_000015_000000
train\real\LibriTTS\3945\3945_890_000009_000001_004841.wav,3945,"Let me come to the fourth of August, nineteen thirteen, the last day of my absolute ignorance-and, I assure you, of my perfect happiness.",3945_890_000009_000001
train\real\LibriTTS\6098\6098_57836_000029_000000_004842.wav,6098,"""Though he never sought a quarrel, young Pershing was known as 'a game fighter,' who never acknowledged defeat.",6098_57836_000029_000000
train\real\LibriTTS\4629\4629_19366_000008_000004_004843.wav,4629,Pierce the screen to let one of the constituents through and interpose a second prism in its path.,4629_19366_000008_000004
train\real\LibriTTS\4854\4854_24731_000031_000001_004844.wav,4854,"I answer, that quantity is conceived by us in two ways; in the abstract and superficially, as we imagine it; or as substance, as we conceive it solely by the intellect.",4854_24731_000031_000001
train\real\LibriTTS\4098\4098_11547_000021_000000_004846.wav,4098,"But as his walk in the night air cooled him, it cooled his ardor of self examination somewhat.",4098_11547_000021_000000
train\real\LibriTTS\6550\6550_53343_000016_000002_004847.wav,6550,"Indeed, it is an amusement peculiarly adapted to the mild and highly cultivated scenery of England, where every roughness has been softened away from the landscape.",6550_53343_000016_000002
train\real\LibriTTS\3540\3540_163612_000098_000000_004848.wav,3540,"As she was always being teased about her complexion, she got as noisy and cross as a titmouse.",3540_163612_000098_000000
train\real\LibriTTS\8786\8786_276749_000013_000006_004849.wav,8786,"The fact that it affected the sections differently was due to physical causes-that is, geographical differences.",8786_276749_000013_000006
train\real\LibriTTS\6032\6032_58192_000012_000013_004850.wav,6032,"Time seemed to soften the hearts of master and mistress, and to insure kinder and more humane treatment to bondsmen and bondswomen.",6032_58192_000012_000013
train\real\LibriTTS\5290\5290_39475_000037_000000_004851.wav,5290,"When he came out into the yard both dogs saluted him by barking and whining twice as much as they did before, the setter jumping up and down at the end of his chain in a frenzy, and Nelly shivering, wagging her tail, and looking first at her master and then at the house door, where she could smell the fox right enough.",5290_39475_000037_000000
train\real\LibriTTS\580\580_126945_000016_000015_004853.wav,580,"If they had brought plenty of supplies with them, and had persevered in the war without scattering for piracy and agriculture, they would have easily defeated the Trojans in the field, since they could hold their own against them with the division on service.",580_126945_000016_000015
train\real\LibriTTS\5717\5717_100145_000027_000001_004854.wav,5717,"He did not think that the Lords Master were to be trusted to abolish slavery; he said so, on the launch, returning to the ship.",5717_100145_000027_000001
train\real\LibriTTS\8195\8195_117382_000003_000002_004855.wav,8195,"He claimed that sumac for his very own, and stoutly battled for possession with many intruders.",8195_117382_000003_000002
train\real\LibriTTS\7140\7140_72212_000030_000000_004856.wav,7140,"To Harry's impatience the winter wore slowly away while he was confined within the hospital walls; yet the daily, almost hourly sight of May Allison's sweet face, and the sound of her musical voice, went far to reconcile him to this life of inactivity and ""inglorious ease,"" as he termed it in his moments of restless longing to be again in the field.",7140_72212_000030_000000
train\real\LibriTTS\3540\3540_163612_000099_000000_004858.wav,3540,"Titty was often sent by the bricklayer to fetch water from the fountain, and as she was very proud and lazy the gypsy disliked this very much.",3540_163612_000099_000000
train\real\LibriTTS\2240\2240_148522_000004_000005_004859.wav,2240,These two things mutually and perniciously complete and assist each other.,2240_148522_000004_000005
train\real\LibriTTS\3717\3717_21493_000033_000000_004860.wav,3717,"The princess, who was very proud of her hair, did not like the idea of parting with any of it, so she said no",3717_21493_000033_000000
train\real\LibriTTS\5400\5400_34478_000042_000000_004861.wav,5400,"""Excuse me,"" Sergey Ivanovitch interposed with a smile, ""self interest did not induce us to work for the emancipation of the serfs, but we did work for it.""",5400_34478_000042_000000
train\real\LibriTTS\3638\3638_758_000027_000006_004862.wav,3638,A flower fell on the snow and he rushed to pick it up as though everything in the world depended on the loss of that flower.,3638_758_000027_000006
train\real\LibriTTS\8329\8329_279775_000060_000000_004863.wav,8329,"The fairy brought a great basket full of feathers, plucked from every kind of bird-nightingales, canaries, linnets, larks, doves, thrushes, peacocks, ostriches, pheasants, partridges, magpies, eagles-in fact, if I told them all over, I should never come to an end; and all these feathers were so mixed up together, that they could not be distinguished.",8329_279775_000060_000000
train\real\LibriTTS\7867\7867_110742_000008_000007_004866.wav,7867,"""I cannot tell precisely; it seems a considerable time."" ""But how did you and your child become so wet?",7867_110742_000008_000007
train\real\LibriTTS\6258\6258_49755_000024_000002_004867.wav,6258,"The swan is fit to serve at a royal table, for the bird is plump as he is fair.""",6258_49755_000024_000002
train\real\LibriTTS\6927\6927_86043_000029_000000_004868.wav,6927,"On the seventh day they all started, amidst thunderous salutes from the ramparts of the city, and much dust, and cheering, and blaring of trumpets.",6927_86043_000029_000000
train\real\LibriTTS\6060\6060_106611_000005_000006_004869.wav,6060,"In this way Paul also would not have titus circumcised, though these men urged it; and Christ defended the Apostles, who had plucked ears of corn on the Sabbath day; and many like instances.",6060_106611_000005_000006
train\real\LibriTTS\79\79_121541_000011_000000_004870.wav,79,"Unto their cries my Teacher paused attentive; He turned his face towards me, and ""Now wait,"" He said; ""to these we should be courteous.",79_121541_000011_000000
train\real\LibriTTS\764\764_132272_000005_000011_004871.wav,764,"We see in needle works and embroideries, it is more pleasing to have a lively work, upon a sad and solemn ground, than to have a dark and melancholy work, upon a lightsome ground: judge therefore of the pleasure of the heart, by the pleasure of the eye.",764_132272_000005_000011
train\real\LibriTTS\984\984_137154_000009_000003_004873.wav,984,"Just in the same way he calls the desire for immortality a paltry selfishness, forgetting that he has just called the desire for life a healthy and heroic selfishness. How can it be noble to wish to make one's life infinite and yet mean to wish to make it immortal?",984_137154_000009_000003
train\real\LibriTTS\7481\7481_101276_000088_000000_004875.wav,7481,"'Well, as you will; but believe me, you would have an easier place as the grand ducal dwarf.'",7481_101276_000088_000000
train\real\LibriTTS\3370\3370_724_000025_000004_004876.wav,3370,"I'm simply surprised at your good nature, with our low peasants, Mavriky Mavrikyevitch, that's all I can say.""",3370_724_000025_000004
train\real\LibriTTS\318\318_124224_000022_000001_004877.wav,318,Mr Waller was still sitting staring out across the aisle. There was something more than a little gruesome in the sight of him.,318_124224_000022_000001
train\real\LibriTTS\6458\6458_61323_000006_000001_004878.wav,6458,"Nimrod then built a tower so as to ascend to heaven ""to see Abraham's god"", and make war against Him, but the tower was overthrown.",6458_61323_000006_000001
train\real\LibriTTS\7313\7313_91072_000001_000005_004879.wav,7313,"It requires no great discernment to see from whence Horace Greeley derived his intense love for reading, and his boundless energy.",7313_91072_000001_000005
train\real\LibriTTS\511\511_131226_000038_000000_004880.wav,511,I fear me that the horse and the barn were a little extreme for our budding liberalities.,511_131226_000038_000000
train\real\LibriTTS\480\480_126336_000011_000007_004881.wav,480,"I have done all this only to cure you of your silly pride, and to show you the folly of your ill treatment of me.",480_126336_000011_000007
train\real\LibriTTS\3274\3274_163518_000027_000001_004882.wav,3274,"Down slipped the youth from the tree, and ran by a footpath, and got before the man, and hung himself up right in his way again.",3274_163518_000027_000001
train\real\LibriTTS\4957\4957_23295_000042_000003_004883.wav,4957,"It served him as a second warning of the circumspection that was necessary; and having taken leave of his friend and patron, under the pretence that ""He could not live in the smoke of London,"" he set out for the North.",4957_23295_000042_000003
train\real\LibriTTS\1226\1226_141279_000006_000003_004884.wav,1226,"At length the Czar allowed the door to be opened, and the minister, with all the senators, came together into the room.",1226_141279_000006_000003
train\real\LibriTTS\2827\2827_170440_000005_000001_004885.wav,2827,"All these expedients failed, however, one after another, as Grant, from the beginning, had feared that they would.",2827_170440_000005_000001
train\real\LibriTTS\6555\6555_398_000019_000001_004886.wav,6555,"In the first case, the kingdom of ends is a theoretical idea, adopted to explain what actually is.",6555_398_000019_000001
